card_id,well_id,actual_condition,predicted_condition,confidence,prob_normal,prob_rod_floating,prob_fluid_pound,prob_gas_interference,risk_score,severity,split,engineering_explanation,recommended_action,contributing_factors
70438e32,WELL-013,Normal,Normal,0.9885,0.9885,0.0097,0.0,0.0018,5.2,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
4f6792e5,WELL-007,Rod Floating,Rod Floating,0.9998,0.0002,0.9998,0.0,0.0,79.7,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (889 cP) and pumping speed (8.3 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (888.6 cP) increases rod downstroke fluid drag; High pumping speed (8.3 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (118.7 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=78.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.3 SPM to 6.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (888.6 cP) increases rod downstroke fluid drag | High pumping speed (8.3 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (118.7 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=78.6)
7ec3925d,WELL-015,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,88.7,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1666 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1666 ft above pump) indicates pump-off condition; Low pump submergence ratio (38.6%); Sharp fluid-surface impact shock detected (slope_z=143.7); Depressed minimum load (3721 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.2 SPM to 4.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1666 ft above pump) indicates pump-off condition | Low pump submergence ratio (38.6%) | Sharp fluid-surface impact shock detected (slope_z=143.7) | Depressed minimum load (3721 lbf) flags plunger free-fall inside barrel
5416dabe,WELL-012,Normal,Normal,0.9337,0.9337,0.0636,0.0,0.0027,5.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
90667ab5,WELL-013,Rod Floating,Rod Floating,0.9996,0.0004,0.9996,0.0,0.0,80.4,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (888 cP) and pumping speed (9.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (888.4 cP) increases rod downstroke fluid drag; High pumping speed (9.0 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (109.1 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=51.6).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.0 SPM to 6.7 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (888.4 cP) increases rod downstroke fluid drag | High pumping speed (9.0 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (109.1 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=51.6)
25306b28,WELL-008,Gas Interference,Gas Interference,0.8296,0.1695,0.0,0.0009,0.8296,43.4,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4326 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4326 lbf) reflects cushioned valve response
829f8b51,WELL-008,Normal,Normal,0.9701,0.9701,0.0291,0.0,0.0008,5.3,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
baa5c52b,WELL-013,Fluid Pound,Fluid Pound,0.9998,0.0,0.0,0.9998,0.0001,84.3,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1103 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1103 ft above pump) indicates pump-off condition; Low pump submergence ratio (32.1%); Sharp fluid-surface impact shock detected (slope_z=51.4); Depressed minimum load (3076 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.8 SPM to 4.8 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1103 ft above pump) indicates pump-off condition | Low pump submergence ratio (32.1%) | Sharp fluid-surface impact shock detected (slope_z=51.4) | Depressed minimum load (3076 lbf) flags plunger free-fall inside barrel
c21c6256,WELL-002,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,89.7,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (847 cP) and pumping speed (9.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (847.4 cP) increases rod downstroke fluid drag; High pumping speed (9.2 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (97.3 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=178.9).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.2 SPM to 6.9 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (847.4 cP) increases rod downstroke fluid drag | High pumping speed (9.2 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (97.3 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=178.9)
98700851,WELL-009,Normal,Normal,0.9932,0.9932,0.0011,0.0001,0.0056,4.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
066f1eac,WELL-002,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,71.0,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2736 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=146.0).",IMMEDIATE ACTION: Throttle pump speed from 6.5 SPM to 4.5 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=146.0)
046be920,WELL-020,Gas Interference,Gas Interference,0.8839,0.1154,0.0,0.0008,0.8839,31.2,Medium,val,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Operating parameters within nominal thresholds.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,
ad6e6c8a,WELL-007,Fluid Pound,Fluid Pound,0.9979,0.0001,0.0021,0.9979,0.0,71.9,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2408 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2408 ft above pump) indicates pump-off condition; Low pump submergence ratio (49.1%); Sharp fluid-surface impact shock detected (slope_z=81.6); Depressed minimum load (5258 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.1 SPM to 4.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2408 ft above pump) indicates pump-off condition | Low pump submergence ratio (49.1%) | Sharp fluid-surface impact shock detected (slope_z=81.6) | Depressed minimum load (5258 lbf) flags plunger free-fall inside barrel
6f4b41c2,WELL-017,Normal,Normal,0.9945,0.9945,0.0013,0.0001,0.0042,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
5ea10ea8,WELL-009,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,72.8,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1785 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1785 ft above pump) indicates pump-off condition; Sharp fluid-surface impact shock detected (slope_z=49.7); Depressed minimum load (3699 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 4.6 SPM to 3.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1785 ft above pump) indicates pump-off condition | Sharp fluid-surface impact shock detected (slope_z=49.7) | Depressed minimum load (3699 lbf) flags plunger free-fall inside barrel
fa5d99eb,WELL-005,Rod Floating,Rod Floating,0.9998,0.0002,0.9998,0.0,0.0,77.1,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (672 cP) and pumping speed (8.8 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (672.0 cP) increases rod downstroke fluid drag; High pumping speed (8.8 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (113.5 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=93.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.8 SPM to 6.6 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (672.0 cP) increases rod downstroke fluid drag | High pumping speed (8.8 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (113.5 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=93.1)
ac8644d3,WELL-007,Normal,Normal,0.9774,0.9774,0.0217,0.0,0.0009,4.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
8ddbe98b,WELL-014,Normal,Normal,0.9856,0.9856,0.004,0.0,0.0104,5.4,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
012f56b5,WELL-016,Normal,Normal,0.9942,0.9942,0.0046,0.0,0.0012,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
f15d4227,WELL-015,Normal,Normal,0.9634,0.9634,0.0316,0.0,0.005,4.7,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
805d2604,WELL-010,Gas Interference,Gas Interference,0.9178,0.0817,0.0,0.0005,0.9178,39.2,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (4578 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (4578 lbf) reflects cushioned valve response
166f334e,WELL-002,Normal,Normal,0.9891,0.9891,0.0015,0.0,0.0094,5.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
cd5442a5,WELL-002,Normal,Normal,0.9881,0.9881,0.0011,0.0,0.0108,5.3,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
91ce6d58,WELL-013,Rod Floating,Rod Floating,0.9996,0.0004,0.9996,0.0,0.0,76.9,High,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (819 cP) and pumping speed (9.2 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (819.3 cP) increases rod downstroke fluid drag; High pumping speed (9.2 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=55.5).,IMMEDIATE ACTION: Reduce VFD stroke speed from 9.2 SPM to 6.9 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (819.3 cP) increases rod downstroke fluid drag | High pumping speed (9.2 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=55.5)
2b9d5f42,WELL-009,Normal,Normal,0.995,0.995,0.0028,0.0001,0.0021,4.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
b5cd024b,WELL-015,Fluid Pound,Fluid Pound,0.9969,0.0,0.0031,0.9969,0.0,89.8,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1568 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1568 ft above pump) indicates pump-off condition; Low pump submergence ratio (36.3%); Sharp fluid-surface impact shock detected (slope_z=128.7); Depressed minimum load (3722 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.6 SPM to 4.6 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1568 ft above pump) indicates pump-off condition | Low pump submergence ratio (36.3%) | Sharp fluid-surface impact shock detected (slope_z=128.7) | Depressed minimum load (3722 lbf) flags plunger free-fall inside barrel
dea077f0,WELL-007,Gas Interference,Normal,0.5764,0.5764,0.0001,0.0005,0.423,15.7,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating parameters within nominal thresholds.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,
8e92024a,WELL-019,Normal,Normal,0.9519,0.9519,0.0461,0.0,0.002,3.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
6453bb11,WELL-001,Fluid Pound,Fluid Pound,0.9999,0.0,0.0,0.9999,0.0001,76.1,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1990 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1990 ft above pump) indicates pump-off condition; Low pump submergence ratio (46.1%); Sharp fluid-surface impact shock detected (slope_z=78.3); Depressed minimum load (5092 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 6.9 SPM to 4.8 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1990 ft above pump) indicates pump-off condition | Low pump submergence ratio (46.1%) | Sharp fluid-surface impact shock detected (slope_z=78.3) | Depressed minimum load (5092 lbf) flags plunger free-fall inside barrel
7f735d8b,WELL-015,Normal,Normal,0.9798,0.9798,0.0133,0.0,0.0069,5.3,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
289ddc94,WELL-018,Normal,Normal,0.9887,0.9887,0.0016,0.0,0.0097,5.6,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
d890bd2b,WELL-012,Gas Interference,Gas Interference,0.9116,0.0877,0.0,0.0007,0.9116,31.8,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Operating parameters within nominal thresholds.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,
e4e22854,WELL-019,Normal,Normal,0.9104,0.9104,0.0888,0.0,0.0008,3.7,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
5b11c30b,WELL-011,Gas Interference,Gas Interference,0.935,0.0644,0.0,0.0007,0.935,42.9,Medium,train,Compressible free gas inside the pump barrel is delaying traveling valve opening on downstroke. Volumetric lifting capacity is degraded due to cyclic gas compression. Root factors: Narrow load swing (3537 lbf) reflects cushioned valve response.,ADVISORY: Monitor casinghead gas backpressure. Optimize stroke length vs SPM to maximize compression ratio in barrel.,Narrow load swing (3537 lbf) reflects cushioned valve response
03a5c6d9,WELL-014,Fluid Pound,Fluid Pound,0.9983,0.0,0.0016,0.9983,0.0,83.1,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2083 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2083 ft above pump) indicates pump-off condition; Low pump submergence ratio (38.9%); Sharp fluid-surface impact shock detected (slope_z=149.7); Depressed minimum load (4753 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 7.6 SPM to 5.3 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2083 ft above pump) indicates pump-off condition | Low pump submergence ratio (38.9%) | Sharp fluid-surface impact shock detected (slope_z=149.7) | Depressed minimum load (4753 lbf) flags plunger free-fall inside barrel
44aca344,WELL-018,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,87.3,Critical,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (1381 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (1381 ft above pump) indicates pump-off condition; Low pump submergence ratio (24.4%); Sharp fluid-surface impact shock detected (slope_z=156.2).",IMMEDIATE ACTION: Throttle pump speed from 7.8 SPM to 5.4 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (1381 ft above pump) indicates pump-off condition | Low pump submergence ratio (24.4%) | Sharp fluid-surface impact shock detected (slope_z=156.2)
6efdcc4f,WELL-018,Normal,Normal,0.9841,0.9841,0.0012,0.0,0.0147,4.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
4adb7b54,WELL-010,Normal,Normal,0.9762,0.9762,0.017,0.0,0.0068,6.1,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
eb66992e,WELL-011,Normal,Normal,0.9564,0.9564,0.0426,0.0,0.001,3.8,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
a398c534,WELL-015,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,88.5,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (943 cP) and pumping speed (8.6 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (943.3 cP) increases rod downstroke fluid drag; High pumping speed (8.6 SPM) exceeds rod free-fall velocity limit; Low wellbore temperature (108.7 °F) exacerbates fluid thickening; Severe mechanical impact spike detected on downstroke (slope_z=107.1).,IMMEDIATE ACTION: Reduce VFD stroke speed from 8.6 SPM to 6.4 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (943.3 cP) increases rod downstroke fluid drag | High pumping speed (8.6 SPM) exceeds rod free-fall velocity limit | Low wellbore temperature (108.7 °F) exacerbates fluid thickening | Severe mechanical impact spike detected on downstroke (slope_z=107.1)
b5f481b4,WELL-003,Fluid Pound,Fluid Pound,1.0,0.0,0.0,1.0,0.0,73.1,High,val,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (2329 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Depleted fluid column (2329 ft above pump) indicates pump-off condition; Low pump submergence ratio (39.4%); Sharp fluid-surface impact shock detected (slope_z=94.9).",IMMEDIATE ACTION: Throttle pump speed from 4.6 SPM to 3.2 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Depleted fluid column (2329 ft above pump) indicates pump-off condition | Low pump submergence ratio (39.4%) | Sharp fluid-surface impact shock detected (slope_z=94.9)
02bcec9d,WELL-017,Normal,Normal,0.9943,0.9943,0.0015,0.0,0.0041,4.0,Low,val,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
861509ec,WELL-010,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,80.1,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (639 cP) and pumping speed (11.5 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (638.9 cP) increases rod downstroke fluid drag; High pumping speed (11.5 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=150.9).,IMMEDIATE ACTION: Reduce VFD stroke speed from 11.5 SPM to 8.6 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (638.9 cP) increases rod downstroke fluid drag | High pumping speed (11.5 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=150.9)
1f4d178c,WELL-008,Fluid Pound,Fluid Pound,0.9999,0.0,0.0,0.9999,0.0,62.3,High,train,"Incomplete pump barrel fillage diagnosed due to reservoir inflow deficit (3084 ft fluid level). Plunger free-falls through vapor pocket before abruptly impacting fluid surface on downstroke, transmitting shock waves to polished rod and gearbox. Root factors: Sharp fluid-surface impact shock detected (slope_z=64.1); Depressed minimum load (3695 lbf) flags plunger free-fall inside barrel.",IMMEDIATE ACTION: Throttle pump speed from 7.1 SPM to 5.0 SPM or activate automatic Pump-Off Controller (POC) with intermittent timer (duty cycling) to permit annular fluid recovery. Inspect valves and rod guides.,Sharp fluid-surface impact shock detected (slope_z=64.1) | Depressed minimum load (3695 lbf) flags plunger free-fall inside barrel
6d07162a,WELL-010,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,81.1,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (735 cP) and pumping speed (11.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (735.1 cP) increases rod downstroke fluid drag; High pumping speed (11.0 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=137.2).,IMMEDIATE ACTION: Reduce VFD stroke speed from 11.0 SPM to 8.2 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (735.1 cP) increases rod downstroke fluid drag | High pumping speed (11.0 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=137.2)
9bf1df79,WELL-014,Rod Floating,Rod Floating,0.9999,0.0001,0.9999,0.0,0.0,80.2,Critical,train,Severe downstroke rod deceleration diagnosed. Downstroke velocity lag caused by heavy crude drag (613 cP) and pumping speed (11.0 SPM) creates compressive rod stress and sharp impact on plunger re-engagement. Root factors: Elevated viscosity (612.9 cP) increases rod downstroke fluid drag; High pumping speed (11.0 SPM) exceeds rod free-fall velocity limit; Severe mechanical impact spike detected on downstroke (slope_z=205.4).,IMMEDIATE ACTION: Reduce VFD stroke speed from 11.0 SPM to 8.3 SPM to restore gravity downstroke tracking. Schedule CSS (Cyclic Steam Stimulation) / diluent injection to reduce crude viscosity. Inspect rod string for compressive buckling.,Elevated viscosity (612.9 cP) increases rod downstroke fluid drag | High pumping speed (11.0 SPM) exceeds rod free-fall velocity limit | Severe mechanical impact spike detected on downstroke (slope_z=205.4)
c1b339fa,WELL-018,Normal,Normal,0.9863,0.9863,0.0028,0.0001,0.0108,6.0,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
303aabbd,WELL-004,Normal,Normal,0.9627,0.9627,0.033,0.0,0.0043,4.9,Low,train,Sucker-rod card exhibits uniform load profile and normal full-stroke work envelope. Operating within nominal mechanical baseline.,Maintain baseline pumping parameters. Continue regular SCADA monitoring and scheduled lubrication.,Operating within nominal mechanical baseline
